speed,acceleration,steering_angle,distance_ahead,lane_position,traffic_density,traffic_light,obstacle_detected,road_condition,weather,road_curvature,action
4.02,-2.84,-16.19,68.1,CENTER,LOW,GREEN,NO,WET,CLEAR,LEFT,TURN_LEFT
27.04,0.15,27.22,120.89,RIGHT,HIGH,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
9.11,-3.99,5.39,5.89,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,ACCELERATE
72.81,-1.06,-9.24,75.37,LEFT,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
34.88,-4.52,14.12,87.97,LEFT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
29.21,3.96,-5.66,68.5,CENTER,LOW,GREEN,YES,WET,CLEAR,LEFT,MAINTAIN_SPEED
47.56,3.08,-31.86,127.2,CENTER,MEDIUM,GREEN,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
107.42,0.41,-8.54,135.74,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
99.09,1.19,11.22,102.48,RIGHT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
22.76,0.06,0.95,62.21,RIGHT,MEDIUM,GREEN,NO,DRY,FOG,RIGHT,MAINTAIN_SPEED
78.79,-1.53,-2.58,74.84,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
126.56,1.38,1.85,138.44,RIGHT,MEDIUM,GREEN,NO,DRY,FOG,LEFT,MAINTAIN_SPEED
5.85,-4.19,12.85,185.49,CENTER,MEDIUM,RED,YES,DRY,CLEAR,RIGHT,BRAKE
45.91,2.78,-19.76,106.97,RIGHT,HIGH,NONE,NO,DRY,FOG,LEFT,TURN_LEFT
49.03,4.51,-22.35,99.38,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
79.03,-0.04,0.78,85.92,CENTER,MEDIUM,RED,YES,DRY,CLEAR,STRAIGHT,STOP
64.0,-2.16,-13.5,186.02,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
4.73,-0.09,-0.21,178.92,RIGHT,LOW,YELLOW,NO,WET,FOG,STRAIGHT,MAINTAIN_SPEED
40.0,-1.75,-9.61,158.82,LEFT,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
28.31,-0.68,11.99,199.72,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
144.54,-1.28,6.78,108.23,CENTER,MEDIUM,RED,YES,WET,CLEAR,LEFT,STOP
100.6,0.95,8.2,42.51,CENTER,HIGH,YELLOW,YES,DRY,FOG,STRAIGHT,BRAKE
149.66,0.78,3.72,112.61,LEFT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
59.71,-4.3,-14.95,49.57,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_LEFT
132.71,-2.76,7.81,138.72,RIGHT,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
12.95,2.06,4.91,178.47,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
115.54,-0.98,13.42,36.75,CENTER,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
81.92,-0.92,23.26,83.73,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
111.02,-1.75,-2.85,149.64,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
110.78,-0.23,-5.48,40.65,CENTER,MEDIUM,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
69.98,-1.29,6.85,73.12,RIGHT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
143.86,-0.13,3.97,112.41,LEFT,MEDIUM,GREEN,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
127.22,1.53,-2.12,104.65,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
9.15,-2.2,10.45,2.25,RIGHT,HIGH,YELLOW,NO,WET,RAIN,STRAIGHT,BRAKE
145.34,-2.59,9.94,24.27,CENTER,HIGH,RED,NO,WET,RAIN,LEFT,STOP
14.38,-1.48,-3.41,42.74,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
89.31,4.56,-13.49,84.38,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
62.1,2.8,-6.78,9.01,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
58.11,-0.53,-11.86,87.47,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
120.49,-3.43,7.14,71.88,CENTER,HIGH,GREEN,YES,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
102.04,0.6,-17.03,178.11,RIGHT,MEDIUM,NONE,NO,DRY,RAIN,RIGHT,TURN_RIGHT
50.62,-2.68,-8.74,38.96,LEFT,MEDIUM,GREEN,YES,WET,CLEAR,LEFT,TURN_LEFT
146.85,-0.1,-16.64,126.19,CENTER,HIGH,YELLOW,NO,DRY,RAIN,STRAIGHT,BRAKE
90.74,-0.12,6.94,48.78,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
80.22,2.61,4.21,145.24,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
4.16,1.07,-3.69,118.59,CENTER,LOW,GREEN,NO,DRY,FOG,STRAIGHT,ACCELERATE
45.15,-2.35,7.31,128.18,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
26.62,-1.09,15.81,196.41,LEFT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
13.47,-0.96,1.09,159.6,RIGHT,LOW,GREEN,YES,DRY,CLEAR,RIGHT,ACCELERATE
7.5,-0.41,-6.1,75.16,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
7.55,1.04,6.21,114.65,RIGHT,MEDIUM,GREEN,YES,SLIPPERY,CLEAR,STRAIGHT,ACCELERATE
133.55,-2.08,15.58,157.12,LEFT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
138.23,-0.63,-6.73,91.33,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
30.32,1.99,0.83,183.81,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
149.55,3.85,2.7,176.43,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
110.12,7.0,-5.34,24.11,CENTER,LOW,RED,YES,DRY,CLEAR,LEFT,STOP
76.15,5.23,-5.66,174.19,LEFT,LOW,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
88.89,-1.37,14.82,46.01,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
20.76,-0.88,-15.13,109.52,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
50.97,-0.24,16.56,194.2,CENTER,LOW,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
134.78,-1.98,-0.53,53.53,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
142.69,2.4,18.73,58.8,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
60.27,-2.87,-12.63,65.4,CENTER,LOW,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,BRAKE
92.98,3.76,0.87,109.93,CENTER,MEDIUM,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
146.51,-1.16,-7.2,159.94,CENTER,MEDIUM,YELLOW,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
43.47,-2.71,-3.87,142.04,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
121.51,-0.2,-21.35,122.32,LEFT,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
57.88,-1.16,-2.05,103.34,CENTER,MEDIUM,RED,NO,DRY,CLEAR,LEFT,STOP
76.11,-1.67,16.16,57.18,CENTER,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
31.99,1.57,26.38,116.98,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
74.28,4.2,18.13,76.5,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
128.5,1.86,17.79,97.94,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
7.93,-1.02,16.39,138.86,CENTER,MEDIUM,RED,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
10.47,0.17,0.64,154.09,CENTER,HIGH,GREEN,YES,DRY,RAIN,LEFT,CHANGE_LANE_RIGHT
62.55,2.57,-3.38,162.36,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
132.11,1.47,-14.67,174.07,CENTER,MEDIUM,YELLOW,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
45.35,-6.52,10.91,114.64,CENTER,LOW,NONE,NO,SLIPPERY,CLEAR,STRAIGHT,MAINTAIN_SPEED
147.83,3.31,-7.77,20.91,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,BRAKE
22.56,-0.45,-9.45,101.0,LEFT,MEDIUM,RED,NO,WET,CLEAR,RIGHT,BRAKE
88.44,1.27,-21.26,5.73,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
10.31,0.91,-6.46,89.29,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
107.22,2.18,-6.82,159.1,LEFT,HIGH,GREEN,NO,DRY,RAIN,LEFT,MAINTAIN_SPEED
20.63,5.78,6.03,130.24,LEFT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
79.51,2.22,16.76,20.55,CENTER,LOW,NONE,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
72.31,0.6,10.38,72.83,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
87.19,-2.27,-24.51,9.82,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
142.11,2.34,-14.92,58.04,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
91.55,-3.4,-9.82,160.2,RIGHT,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
12.62,0.93,-0.56,25.65,CENTER,HIGH,GREEN,NO,WET,CLEAR,RIGHT,MAINTAIN_SPEED
12.74,2.38,2.88,21.06,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
25.25,-1.44,-13.02,37.77,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
8.07,0.59,6.6,145.27,CENTER,HIGH,RED,NO,DRY,CLEAR,LEFT,BRAKE
23.22,-2.67,-12.54,133.36,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
42.7,3.93,-3.12,6.93,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
61.62,-1.67,-10.13,106.52,LEFT,LOW,GREEN,NO,DRY,FOG,LEFT,TURN_LEFT
95.38,5.7,3.41,86.96,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
82.2,2.3,-4.29,171.04,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
69.37,-1.66,5.7,138.41,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
129.95,0.38,-12.02,117.18,LEFT,MEDIUM,NONE,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
123.41,4.28,8.45,126.36,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
144.79,-2.24,6.37,36.41,CENTER,HIGH,GREEN,YES,WET,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
106.6,-0.82,0.72,51.38,CENTER,MEDIUM,RED,NO,WET,FOG,LEFT,STOP
76.69,-1.19,15.08,47.21,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
93.94,1.83,5.68,77.76,LEFT,HIGH,NONE,YES,DRY,CLEAR,LEFT,MAINTAIN_SPEED
36.03,-2.55,12.4,192.16,CENTER,MEDIUM,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
143.24,3.74,-2.98,34.77,CENTER,HIGH,GREEN,NO,DRY,FOG,STRAIGHT,BRAKE
3.44,-4.87,-4.22,114.0,LEFT,LOW,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
14.8,-4.11,-28.14,134.76,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
146.61,2.23,-10.1,53.47,LEFT,LOW,RED,NO,SLIPPERY,CLEAR,STRAIGHT,STOP
145.62,1.93,2.39,168.65,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
0.65,-1.24,27.75,181.29,LEFT,LOW,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
70.11,-1.86,3.8,132.98,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
91.5,-0.39,-10.81,18.91,RIGHT,LOW,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
79.87,2.82,-14.41,16.64,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
65.42,-1.87,3.98,115.57,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
124.93,-5.4,1.36,51.29,CENTER,LOW,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
137.48,0.93,-25.29,160.52,LEFT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
102.45,2.08,14.26,22.5,CENTER,MEDIUM,GREEN,NO,WET,RAIN,STRAIGHT,BRAKE
54.48,-1.81,-0.87,101.73,CENTER,HIGH,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
26.34,3.25,8.99,14.02,RIGHT,LOW,GREEN,YES,WET,FOG,STRAIGHT,BRAKE
109.49,-3.88,3.0,137.04,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
128.34,-0.27,11.59,72.23,CENTER,LOW,NONE,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
92.71,0.35,-12.58,94.35,RIGHT,LOW,RED,YES,DRY,RAIN,LEFT,STOP
91.49,0.2,-19.08,176.67,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
47.9,-2.08,-5.33,71.9,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
62.6,-2.46,-5.8,178.88,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
134.33,0.29,0.07,86.25,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
75.77,-3.06,9.88,95.65,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
35.84,-0.02,20.31,140.75,RIGHT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
70.43,1.99,-3.92,23.92,CENTER,MEDIUM,RED,YES,DRY,CLEAR,STRAIGHT,STOP
14.45,-0.61,0.92,136.32,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,ACCELERATE
73.79,1.96,-11.09,167.91,RIGHT,HIGH,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
80.09,0.44,4.44,122.55,CENTER,LOW,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
11.71,-1.03,0.56,194.03,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,RIGHT,ACCELERATE
33.59,0.72,18.09,92.02,RIGHT,MEDIUM,GREEN,YES,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
8.26,1.11,26.95,169.95,LEFT,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
108.02,2.82,8.78,54.51,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
85.1,-1.97,-11.97,151.58,LEFT,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
140.46,-1.92,-12.6,35.35,CENTER,MEDIUM,RED,YES,WET,CLEAR,STRAIGHT,STOP
86.27,0.73,-0.87,156.85,LEFT,MEDIUM,YELLOW,NO,SLIPPERY,RAIN,STRAIGHT,BRAKE
102.2,-2.62,-6.38,153.04,CENTER,LOW,RED,NO,DRY,RAIN,LEFT,STOP
56.33,-4.39,9.71,22.88,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
102.76,-0.21,7.36,83.1,LEFT,HIGH,NONE,YES,DRY,RAIN,LEFT,MAINTAIN_SPEED
97.43,2.29,19.85,136.57,RIGHT,LOW,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
23.12,0.46,-15.75,75.35,CENTER,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
11.23,-3.94,-11.11,190.72,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
111.69,-2.99,20.17,122.17,CENTER,HIGH,RED,NO,DRY,CLEAR,LEFT,STOP
125.64,0.86,-4.28,191.83,RIGHT,LOW,NONE,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
92.63,-2.57,-24.66,16.8,CENTER,HIGH,RED,YES,WET,RAIN,STRAIGHT,STOP
124.89,2.69,4.89,181.7,RIGHT,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
61.24,-0.02,-8.17,87.0,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
116.26,-2.82,34.36,22.07,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
40.86,-6.64,-0.43,28.27,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
23.06,-2.5,16.82,18.27,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
117.78,-2.63,-15.93,51.5,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
123.92,1.4,-2.77,118.29,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
46.56,2.45,12.15,79.66,CENTER,LOW,GREEN,NO,WET,FOG,STRAIGHT,MAINTAIN_SPEED
105.81,-0.37,-10.5,173.0,CENTER,LOW,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
74.56,1.81,4.17,100.64,CENTER,MEDIUM,GREEN,YES,WET,CLEAR,LEFT,MAINTAIN_SPEED
115.02,-0.98,17.19,17.68,LEFT,HIGH,YELLOW,NO,SLIPPERY,CLEAR,LEFT,BRAKE
60.85,6.16,-8.8,165.81,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
89.52,0.67,-4.6,196.01,LEFT,MEDIUM,RED,NO,DRY,RAIN,STRAIGHT,STOP
0.62,2.57,1.75,41.92,RIGHT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,ACCELERATE
133.86,0.81,3.66,118.8,LEFT,HIGH,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
96.99,-4.37,14.6,115.98,CENTER,MEDIUM,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
141.06,-1.35,-9.26,158.79,CENTER,MEDIUM,GREEN,YES,SLIPPERY,CLEAR,LEFT,BRAKE
131.52,-1.18,10.24,83.31,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
93.25,-0.26,1.36,40.42,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
101.09,-0.0,1.79,33.65,CENTER,MEDIUM,RED,NO,WET,RAIN,STRAIGHT,STOP
54.93,-2.92,-5.18,115.4,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
78.49,-1.36,-11.52,63.88,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
29.48,0.38,-3.12,30.85,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
3.38,2.28,19.89,120.96,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
118.98,1.71,13.54,170.81,RIGHT,MEDIUM,RED,NO,SLIPPERY,CLEAR,LEFT,STOP
111.71,-1.49,-1.54,61.52,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
71.71,2.21,-4.48,24.28,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
88.49,-1.39,12.09,165.7,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
140.38,5.07,-3.61,150.67,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
109.6,1.62,-11.36,142.54,LEFT,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
103.23,-2.48,10.49,53.68,CENTER,MEDIUM,NONE,YES,WET,CLEAR,LEFT,TURN_LEFT
57.77,2.43,0.12,34.92,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
39.48,-2.71,-10.7,146.92,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
147.36,2.08,-13.68,164.97,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
9.3,-1.64,1.33,172.6,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
59.81,-0.23,4.21,87.43,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
113.42,1.34,17.98,85.24,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
90.94,2.39,17.54,5.49,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
80.46,0.27,23.35,14.89,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
141.31,1.28,-34.67,145.26,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
80.21,3.3,16.64,113.64,CENTER,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
6.34,-0.68,12.99,197.37,CENTER,MEDIUM,RED,NO,DRY,RAIN,STRAIGHT,BRAKE
55.37,-0.01,0.7,45.39,CENTER,LOW,GREEN,NO,SLIPPERY,RAIN,LEFT,BRAKE
10.74,-0.75,-3.66,89.44,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
105.42,2.3,-2.59,51.94,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
57.95,0.67,2.35,73.38,RIGHT,LOW,NONE,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
25.78,0.37,-7.16,100.88,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
31.88,1.23,2.21,136.76,CENTER,MEDIUM,NONE,NO,WET,CLEAR,RIGHT,MAINTAIN_SPEED
48.4,-2.17,-7.48,150.78,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
5.82,-2.35,10.03,55.65,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
37.65,3.49,4.32,9.52,LEFT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
38.08,5.59,21.52,55.67,LEFT,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
130.7,-1.08,-7.1,132.97,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,TURN_RIGHT
70.61,-2.1,14.75,151.04,CENTER,LOW,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
105.82,2.91,0.8,112.69,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
59.03,-3.74,8.38,36.16,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
61.71,-2.86,-10.79,10.09,CENTER,HIGH,NONE,YES,WET,CLEAR,STRAIGHT,BRAKE
44.85,-1.22,3.71,132.49,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
86.97,0.49,-16.94,138.76,CENTER,HIGH,YELLOW,YES,DRY,FOG,STRAIGHT,BRAKE
34.4,-1.21,8.3,135.49,LEFT,HIGH,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
98.8,0.79,2.24,76.1,LEFT,MEDIUM,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
119.22,-1.01,-6.84,122.25,CENTER,LOW,YELLOW,YES,DRY,CLEAR,LEFT,BRAKE
125.06,-0.7,12.42,60.66,LEFT,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
40.53,-0.65,-11.83,104.87,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
62.3,1.28,13.14,167.95,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
103.36,-2.22,0.6,21.76,CENTER,MEDIUM,NONE,NO,WET,FOG,RIGHT,BRAKE
29.42,0.16,-1.11,192.39,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
45.28,-1.33,-22.84,17.52,CENTER,LOW,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
34.18,-2.66,-18.47,68.24,RIGHT,LOW,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
0.4,0.65,-5.31,32.05,LEFT,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
1.62,-0.54,-7.14,37.79,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
73.13,-0.54,8.05,18.24,RIGHT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
114.26,0.22,-12.12,100.41,CENTER,MEDIUM,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
92.8,0.73,-13.91,62.2,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
